cpt_code,median_price
29440,42.7
29445,125.83
29450,142.65
29505,91.54
29515,73.1
29520,33.32
29530,28.46
29540,27.49
29550,19.08
29580,61.13
29581,84.42
29584,75.69
29700,65.02
29705,63.72
29710,123.56
29720,87.66
29730,64.05
29740,98.98
29750,106.74
29800,528.87
29804,583.53
29805,468.7
29806,1042.2
29807,1017.94
29819,582.24
29820,531.45
29821,590.0
29822,538.89
29823,587.74
29824,671.84
29825,582.56
29826,166.58
29827,1050.29
29828,902.47
29830,457.38
29834,492.96
29835,508.81
29836,583.21
29837,517.87
29838,591.29
29840,455.44
29843,486.49
29844,500.08
29845,583.53
29846,521.1
29847,541.8
29848,512.69
29850,621.7
29851,918.96
29855,772.76
29856,979.78
29860,653.4
29861,687.36
29862,802.19
29863,806.4
29866,1040.26
29867,1259.9
29868,1636.41
29870,548.6
29871,513.34
29873,535.98
29874,532.42
29875,494.25
29876,647.9
29877,616.52
29879,656.63
29880,558.3
29881,538.25
29882,681.86
29883,829.04
29884,615.23
29885,751.09
29886,633.99
29887,748.17
29888,957.46
29889,1207.82
29891,666.98
29892,633.02
29893,644.67
29894,500.4
29895,453.82
29897,486.81
29898,552.8
29899,980.75
29900,505.58
29901,541.16
29902,573.18
29904,637.23
29905,505.58
29906,658.25
29907,867.86
29914,979.78
29915,998.54
29916,999.83
30000,255.86
30020,256.18
30100,134.56
30110,239.36
30115,453.17
30117,928.02
30118,686.07
30120,498.78
30124,297.91
30125,632.7
30130,404.98
30140,287.56
30150,774.05
30160,790.22
30200,106.1
30210,146.85
30220,288.21
30300,200.55
30310,201.2
30320,474.85
30400,1191.0
30410,1372.46
30420,1399.31
30430,1039.94
30435,1299.04
30450,1699.81
30460,808.99
30462,1551.66
30465,994.33
30468,2307.28
30469,2244.2
30520,653.72
30540,717.45
30545,971.37
30560,304.06
30580,596.79
30600,510.43
30620,649.84
30630,648.87
30801,211.22
30802,269.45
30901,151.06
30903,233.54
30905,335.11
30906,364.87
30915,585.8
30920,845.54
30930,116.12
31000,179.52
31002,181.46
31020,412.09
31030,627.52
31032,580.62
31040,781.49
31050,503.31
31051,672.16
31070,462.55
31075,803.81
31080,1056.76
31081,1132.77
31084,1171.91
31085,1208.14
31086,1141.83
31087,1089.43
31090,1071.32
31200,605.53
31201,756.58
31205,909.91
31225,1748.98
31230,1950.49
31231,184.05
31233,262.01
31235,299.85
31237,257.48
31238,250.04
31239,591.29
31240,154.94
31241,428.91
31242,2309.54
31243,2242.58
31253,482.61
31254,424.39
31255,312.47
31256,175.64
31257,430.53
31259,455.76
31267,256.51
31276,365.52
31287,195.05
31288,226.75
31290,1114.34
31291,1192.94
31292,961.66
31293,1040.59
31294,1189.38
31295,1521.9
31296,1547.46
31297,1507.99
31298,2857.17
31300,1215.26
31360,1994.16
31365,2461.89
31367,2108.67
31368,2329.27
31370,1977.99
31375,1881.27
31380,1855.07
31382,2030.39
31390,2709.02
31395,2839.38
31400,990.45
31420,812.22
31500,136.83
31502,33.32
31505,85.39
31510,208.63
31511,202.81
31512,209.61
31513,127.45
31515,207.99
31520,152.35
31525,242.28
31526,153.0
31527,189.55
31528,140.38
31529,156.23
31530,192.79
31531,204.11
31535,184.05
31536,203.46
31540,233.54
31541,254.24
31545,348.7
31546,528.54
31551,1505.08
31552,1453.33
31553,1631.88
31554,1632.53
31560,301.79
31561,328.96
31570,332.2
31571,240.98
31572,494.9
31573,276.89
31574,869.15
31575,123.89
31576,259.1
31577,261.36
31578,294.03
31579,190.52
31580,1246.96
31584,1368.9
31587,1180.0
31590,906.67
31591,1076.81
31592,1688.81
31600,293.71
31601,434.74
31603,307.62
31605,319.26
31610,927.7
31611,522.72
31612,89.92
31613,410.8
31614,692.22
31615,165.61
31622,243.25
31623,264.59
31624,247.45
31625,334.14
31626,739.12
31627,978.16
31628,355.16
31629,430.21
31630,189.23
31631,215.75
31632,62.11
31633,77.96
31634,1357.58
31635,283.68
31636,207.02
31637,72.13
31638,234.19
31640,234.19
31641,240.01
31643,161.09
31645,265.89
31646,135.86
31647,195.05
31648,186.96
31649,65.66
31651,71.81
31652,1155.09
31653,1197.47
31654,115.48
31660,178.88
31661,189.55
31717,271.06
31720,51.43
31725,75.37
31730,989.8
31750,1311.0
31755,1677.17
31760,1323.62
31766,1701.1
31770,1273.48
31775,1341.41
31780,1167.71
31781,1397.37
31785,1044.79
31786,1383.14
31800,685.75
31805,790.87
31820,429.56
31825,597.76
31830,480.02
32035,712.27
32036,760.79
32096,774.05
32097,774.38
32098,729.09
32100,784.73
32110,1428.1
32120,845.54
32124,891.79
32140,956.16
32141,1460.12
32150,982.36
32151,969.42
32160,775.67
32200,1101.72
32215,776.64
32220,1540.99
32225,960.04
32310,887.26
32320,1544.55
32400,164.32
32408,792.49
32440,1507.35
32442,2911.83
32445,3372.77
32480,1420.66
32482,1520.61
32484,1376.34
32486,2234.82
32488,2287.22
32491,1417.1
32501,230.95
32503,1719.86
32504,1956.64
32505,897.62
32506,147.82
32507,147.82
32540,1656.46
32550,718.74
32551,149.12
32552,176.61
32553,480.99
32554,222.22
32555,297.26
32556,691.24
32557,618.47
32560,237.42
32561,92.19
32562,82.48
32601,295.32
32604,457.7
32606,442.18
32607,295.0
32608,362.6
32609,244.22
32650,646.28
32651,1053.85
32652,1594.68
32653,1020.53
32654,1152.51
32655,921.55
32656,776.64
32658,690.92
32659,709.68
32661,770.17
32662,862.03
32663,1340.44
32664,817.4
32665,1182.26
32666,839.07
32667,148.15
32668,148.47
32669,1287.39
32670,1532.58
32671,1695.28
32672,1453.33
32673,1166.41
32674,204.11
32701,198.93
32800,916.05
32810,870.44
32815,2680.23
32820,1347.23
32851,3130.82
32852,3370.51
32853,4380.04
32854,4629.43
32900,1412.25
32905,1281.57
32906,1578.19
32940,1185.82
32960,122.59
32994,4456.05
32997,319.91
32998,2849.4
33016,222.87
33017,234.51
33018,275.27
33019,198.93
33020,796.69
33025,741.71
33030,1913.3
33031,2360.65
33050,970.4
33120,1995.46
33130,1306.8
33140,1483.73
33141,125.5
33202,740.41
33203,778.58
33206,435.71
33207,458.35
33208,494.9
33210,153.32
33211,159.14
33212,311.17
33213,323.79
33214,459.0
33215,297.91
33216,356.46
33217,354.52
33218,373.6
33220,365.84
33221,342.23
33222,330.58
33223,392.04
33224,486.49
33225,438.62
33226,465.79
33227,325.08
33228,340.29
33229,356.78
33230,358.08
33231,383.63
33233,224.48
33234,463.85
33235,609.41
33236,756.26
33237,809.96
33238,911.52
33240,344.81
33241,207.02
33243,1318.44
33244,824.19
33249,870.77
33250,1391.22
33251,1558.78
33254,1303.24
33255,1552.63
33256,1837.28
33257,561.54
33258,623.32
33259,815.13
33261,1538.4
33262,356.46
33263,370.69
33264,386.22
33265,1305.83
33266,1760.94
33267,1001.77
33268,123.24
33269,798.31
33270,535.66
33271,436.03
33272,334.46
33273,384.92
33274,456.41
33275,482.61
33276,555.07
33277,264.27
33278,550.86
33279,330.9
33280,200.22
33281,351.93
33285,3804.27
33286,123.89
33287,373.6
33288,473.23
33289,317.97
33300,2334.45
33305,3889.02
33310,1120.81
33315,1823.7
33320,1027.0
33321,1137.3
33322,1329.44
33330,1361.14
33335,1780.35
33340,739.76
33361,1148.62
33362,1253.43
33363,1298.07
33364,1294.83
33365,1352.08
33366,1491.5
33367,578.03
33368,699.65
33369,923.49
33370,127.12
33390,1838.25
33391,2178.54
33404,1668.43
33405,2166.57
33406,2750.42
33410,2429.22
33411,3193.25
33412,2985.58
33413,3060.63
33414,2049.15
33415,1935.61
33416,1933.03
33417,1600.5
33418,1712.1
33419,401.42
33420,1386.05
33422,1589.18
33425,2599.69
33426,2275.25
33427,2325.39
33430,2673.76
33440,3228.83
33460,2278.49
33463,2928.65
33464,2324.42
33465,2623.95
33468,2335.74
33474,2083.44
33475,2209.91
33476,1464.0
33477,1234.34
33478,1511.88
33496,1589.18
33500,1490.2
33501,1068.73
33502,1231.43
33503,1280.92
33504,1410.63
33505,1960.2
33506,1956.32
33507,1643.53
33508,15.2
33509,164.64
33510,1846.66
33511,2028.45
33512,2307.92
33513,2358.06
33514,2480.98
33516,2567.99
33517,177.26
33518,390.1
33519,514.63
33521,617.82
33522,693.83
33523,781.17
33530,496.84
33533,1789.08
33534,2101.55
33535,2334.45
33536,2514.62
33542,2508.79
33545,2912.48
33548,2805.41
33572,217.69
33600,1648.38
33602,1601.15
33606,1704.34
33608,1726.66
33610,1703.04
33611,1861.22
33612,1910.71
33615,1911.03
33617,2068.24
33619,2626.54
33620,1574.3
33621,892.44
33622,3264.41
33641,1566.86
33645,1654.52
33647,1734.74
33660,1677.49
33665,1826.28
33670,1876.1
33675,1880.3
33676,1930.12
33677,2004.51
33681,1769.03
33684,1802.35
33688,1792.97
33690,1158.33
33692,1862.51
33694,1861.22
33697,1960.52
33702,1485.03
33710,1956.96
33720,1486.0
33724,1470.8
33726,1938.2
33730,1918.79
33732,1581.74
33735,1248.57
33736,1353.7
33741,712.27
33745,1017.62
33746,406.6
33750,1210.08
33755,1268.95
33762,1229.49
33764,1268.95
33766,1276.39
33767,1361.46
33768,394.3
33770,2015.83
33771,2070.82
33774,1726.98
33775,1776.47
33776,1879.01
33777,1807.52
33778,2244.2
33779,2211.21
33780,2254.55
33781,2197.62
33782,3070.01
33783,3317.13
33786,2169.8
33788,1466.91
33800,947.11
33802,1047.38
33803,1103.34
33814,1464.97
33820,931.26
33822,981.39
33824,1137.63
33840,1193.59
33845,1285.77
33851,1225.61
33852,1344.97
33853,1757.06
33858,3227.86
33859,2320.86
33863,2991.08
33864,3057.39
33866,872.71
33871,3093.62
33875,2608.42
33877,3424.52
33880,1691.08
33881,1452.68
33883,1051.91
33884,373.28
33886,909.58
33889,754.97
33891,910.23
33894,929.64
33895,739.44
33897,549.89
33900,561.21
33901,737.82
33902,712.27
33903,839.39
33904,281.41
33910,2485.51
33915,1311.65
33916,3971.5
33917,1401.57
33920,1729.57
33922,1335.26
33924,271.06
33925,1638.35
33926,2301.13
33927,2415.31
33935,4680.22
33945,4632.34
33946,294.35
33947,326.38
33948,227.72
33949,222.22
33951,400.77
33952,404.65
33953,447.03
33954,452.2
33955,781.17
33956,791.2
33957,174.67
33958,174.67
33959,221.57
33962,221.57
33963,441.21
33964,465.14
33965,174.67
33966,224.81
33967,245.51
33968,32.35
33969,256.83
33970,334.79
33971,678.31
33973,474.2
33974,856.54
33975,1239.84
33976,1494.08
33977,1070.67
33978,1261.51
33979,1841.49
33980,1690.75
33981,782.79
33982,1840.52
33983,2164.95
33984,269.45
33985,484.23
33986,498.46
33987,196.02
33988,733.3
33989,465.14
33990,341.58
33991,429.56
33992,178.23
33993,157.2
33995,335.76
33997,153.0
34001,870.44
34051,952.93
34101,568.33
34111,567.03
34151,1321.35
34201,968.78
34203,901.5
34401,1273.16
34421,662.46
34451,1364.05
34471,1026.35
34490,548.6
34501,854.92
34502,1477.26
34510,972.66
34520,942.9
34530,897.29
34701,1172.56
34702,1700.13
34703,1299.36
34704,2158.81
34705,1443.95
34706,2155.89
34707,1101.72
34708,1722.77
34709,304.06
34710,754.97
34711,278.5
34712,622.02
34713,116.45
34714,255.21
34715,281.74
34716,353.22
34717,417.27
34718,1170.3
34808,191.17
34812,194.4
34813,221.57
34820,318.61
34830,1672.31
34831,1835.02
34832,1798.14
34833,371.34
34834,121.95
35001,1054.17
35002,1082.64
35005,948.72
35011,959.07
35013,1126.63
35021,1205.23
35022,1376.99
35045,921.55
35081,1639.0
35082,2053.68
35091,1687.52
35092,2459.3
35102,1780.67
35103,2054.33
35111,1262.81
35112,1551.34
35121,1500.88
35122,1793.29
35131,1315.53
35132,1551.34
35141,1036.38
35142,1251.81
35151,1174.5
35152,1328.15
35180,748.17
35182,1717.28
35184,917.99
35188,1270.89
35189,1432.95
35190,720.03
35201,886.94
35206,764.67
35207,743.65
35211,1332.35
35216,1993.84
35221,1406.75
35226,788.93
35231,1207.17
35236,965.87
35241,1370.84
35246,1491.17
35251,1651.29
35256,971.04
35261,934.49
35266,826.13
35271,1321.03
35276,1393.49
35281,1558.13
35286,881.77
35301,1071.32
35302,1058.05
35303,1162.53
35304,1208.14
35305,1159.3
35306,420.83
35311,1478.88
35321,863.33
35331,1373.11
35341,1305.5
35351,1221.08
35355,975.25
35361,1445.24
35363,1541.96
35371,772.76
35372,924.79
35390,150.73
35400,136.18
35500,300.5
35501,1384.11
35506,1210.41
35508,1264.1
35509,1339.79
35510,1167.39
35511,1064.2
35512,1145.07
35515,1264.1
35516,1158.98
35518,1085.87
35521,1167.39
35522,1111.1
35523,1169.0
35525,1045.44
35526,1647.08
35531,1849.25
35533,1430.36
35535,1804.93
35536,1604.06
35537,1976.05
35538,2214.12
35539,2077.62
35540,2315.04
35556,1320.71
35558,1159.95
35560,1617.97
35563,1258.28
35565,1242.11
35566,1572.36
35570,1399.31
35571,1254.4
35572,324.44
35583,1365.99
35585,1581.42
35587,1266.04
35600,176.29
35601,1334.94
35606,1114.01
35612,994.98
35616,1047.38
35621,1038.32
35623,1249.55
35626,1518.99
35631,1749.95
35632,1713.72
35633,1873.19
35634,1677.17
35636,1514.14
35637,1574.3
35638,1655.82
35642,942.58
35645,901.5
35646,1612.47
35647,1455.27
35650,971.04
35654,1295.48
35656,1015.68
35661,1027.32
35663,1158.65
35665,1111.75
35666,1218.17
35671,1068.73
35681,75.04
35682,332.2
35683,387.19
35685,187.29
35686,152.03
35691,900.2
35693,798.96
35694,940.64
35695,975.89
35697,138.44
35700,143.29
35701,424.06
35702,393.98
35703,399.8
35800,712.59
35820,1924.29
35840,1180.65
35860,807.05
35870,1186.15
35875,561.54
35876,894.38
35879,875.94
35881,971.69
35883,1131.48
35884,1176.12
35901,457.06
35903,536.95
35905,1594.36
35907,1813.34
36000,30.08
36002,149.12
36005,233.54
36010,491.67
36011,740.41
36012,772.11
36013,715.5
36014,723.27
36015,776.32
36100,509.13
36140,468.7
36160,519.81
36200,545.04
36215,964.25
36216,994.65
36217,1738.3
36218,198.28
36221,908.94
36222,1154.12
36223,1601.48
36224,1951.14
36225,1520.29
36226,1902.3
36227,235.48
36228,1250.19
36245,1144.1
36246,769.52
36247,1309.71
36248,109.65
36251,1182.59
36252,1285.77
36253,1858.31
36254,1803.96
36260,643.7
36261,406.6
36262,310.53
36400,26.52
36405,22.97
36406,17.14
36410,17.47
36420,45.29
36425,37.85
36430,41.73
36440,47.23
36450,161.41
36455,120.01
36456,92.83
36460,330.9
36465,1183.23
36466,1241.78
36470,111.92
36471,191.81
36473,1096.55
36474,237.1
36475,989.8
36476,265.56
36478,912.49
36479,287.88
36481,1602.12
36482,1530.96
36483,133.27
36500,174.02
36510,82.81
36511,107.07
36512,101.57
36513,103.83
36514,663.43
36516,2073.09
36522,1270.57
36555,178.23
36556,201.2
36557,1070.67
36558,762.73
36560,1144.1
36561,899.88
36563,1009.21
36565,769.85
36566,3754.78
36568,88.63
36569,90.89
36570,1339.15
36571,1151.54
36572,353.87
36573,355.16
36575,134.88
36576,322.49
36578,396.24
36580,176.61
36581,711.95
36582,809.96
36583,1062.58
36584,302.12
36585,1258.28
36589,158.82
36590,214.46
36591,26.85
36592,28.79
36593,33.64
36595,550.86
36596,110.63
36597,105.77
36598,112.57
36600,26.52
36620,41.73
36625,100.27
36640,112.89
36660,65.02
36680,57.58
36800,115.15
36810,184.7
36815,129.06
36818,655.66
36819,693.19
36820,694.48
36821,627.85
36823,1368.58
36825,754.0
36830,634.96
36831,589.03
36832,719.71
36833,767.91
36835,468.38
36836,7381.79
36837,8766.55
36838,1083.61
36860,224.81
36861,132.62
36901,653.72
36902,1113.04
36903,3844.7
36904,1666.82
36905,2087.32
36906,4904.7
36907,545.04
36908,1298.07
36909,1718.89
37140,2251.64
37145,2089.91
37160,2145.87
37180,2063.06
37181,2251.64
37182,770.49
37183,5295.12
37184,1576.89
37185,441.21
37186,1094.61
37187,1549.07
37188,1330.41
37191,1843.75
37192,1183.23
37193,1384.43
37197,1428.42
37200,204.43
37211,366.16
37212,319.91
37213,218.66
37214,116.12
37215,938.37
37216,947.11
37217,1028.62
37218,790.22
37220,2288.19
37221,2800.88
37222,572.86
37223,1155.74
37224,2653.06
37225,7900.96
37226,7312.25
37227,10090.81
37228,3752.19
37229,8070.45
37230,8075.95
37231,10596.07
37232,751.41
37233,978.81
37234,3283.49
37235,3638.66
37236,2505.56
37237,1183.56
37238,3136.96
37239,1570.42
37241,4197.93
37242,6466.39
37243,7841.12
37244,5992.84
37246,1657.11
37247,563.15
37248,1240.49
37249,412.09
37252,860.42
37253,164.32
37500,602.62
37565,703.54
37600,728.77
37605,703.86
37606,728.77
37607,359.05
37609,296.62
37615,502.66
37616,1104.63
37617,1274.13
37618,379.1
37619,1674.25
37650,440.88
37660,1278.33
37700,236.13
37718,377.81
37722,439.27
37735,556.68
37760,551.51
37761,510.43
37765,397.54
37766,471.61
37780,227.72
37785,329.61
37788,1220.11
37790,473.23
38100,1120.48
38101,1135.69
38102,252.95
38115,1258.28
38120,1036.06
38200,124.21
38204,97.04
38205,80.22
38206,78.93
38207,42.7
38208,26.85
38209,11.32
38210,76.01
38211,69.22
38212,45.61
38213,11.32
38214,38.82
38215,45.61
38220,152.68
38221,155.91
38222,169.17
38225,93.8
38226,37.85
38227,38.17
38228,280.12
38230,196.02
38232,180.17
38240,233.22
38241,172.08
38242,121.62
38243,119.68
38300,327.67
38305,489.08
38308,463.85
38380,569.3
38381,784.4
38382,663.75
38500,327.35
38505,166.58
38510,513.34
38520,460.94
38525,434.41
38530,559.92
38531,439.59
38542,513.02
38550,516.25
38555,1006.3
38562,693.83
38564,687.69
38570,504.28
38571,643.37
38572,873.03
38573,1147.98
38700,789.25
38720,1312.3
38724,1415.16
38740,689.95
38745,866.56
38746,203.78
38747,256.51
38760,818.69
38765,1279.3
38770,784.4
38780,1030.56
38790,79.9
38792,79.57
38794,274.3
38900,132.94
39000,491.99
39010,763.38
39200,837.77
39220,1098.16
39401,296.94
39402,387.19
39501,828.72
39503,5540.31
39540,838.42
39541,910.55
39545,868.5
39560,783.11
39561,1223.67
40490,118.39
40500,513.34
40510,475.82
40520,491.99
40525,540.19
40527,616.52
40530,542.45
40650,470.64
40652,508.16
40654,573.83
40700,989.48
40701,1165.44
40702,980.75
40720,1005.98
40761,1056.44
40800,197.96
40801,287.24
40804,191.49
40805,279.8
40806,97.36
40808,163.35
40810,208.31
40812,267.83
40814,363.57
40816,392.36
40818,350.64
40819,265.24
40820,246.8
40830,218.66
40831,289.5
40840,834.54
40842,806.4
40843,1170.62
40844,1472.09
40845,1440.07
41000,143.94
41005,220.6
41006,332.52
41007,321.85
41008,389.45
41009,413.06
41010,205.72
41015,391.72
41016,452.2
41017,450.26
41018,512.05
41019,479.38
41100,180.82
41105,181.46
41108,163.03
41110,220.28
41112,328.64
41113,351.28
41114,606.5
41115,249.71
41116,322.82
41120,1024.41
41130,1267.66
41135,2088.94
41140,2101.55
41145,2645.94
41150,2118.7
41153,2307.92
41155,2872.05
41250,274.95
41251,300.82
41252,317.0
41510,442.5
41512,647.58
41520,353.55
41530,861.71
41800,292.09
41805,293.38
41806,391.07
41822,345.46
41823,515.93
41825,211.87
41826,290.8
41827,423.09
41828,344.49
41830,455.12
41872,459.64
41874,381.69
42000,154.94
42100,141.35
42104,210.25
42106,244.86
42107,436.03
42120,975.25
42140,297.59
42145,672.48
42160,217.05
42180,246.48
42182,319.58
42200,907.0
42205,942.58
42210,1052.88
42215,688.98
42220,567.68
42225,965.87
42226,885.65
42227,824.84
42235,725.86
42260,836.8
42280,170.79
42281,218.02
42300,208.31
42305,425.68
42310,166.26
42320,251.98
42330,227.4
42335,417.59
42340,514.63
42400,91.22
42405,296.94
42408,524.98
42409,380.72
42410,616.85
42415,1034.76
42420,1158.0
42425,821.92
42426,1316.5
42440,408.54
42450,461.26
42500,438.3
42505,560.89
42507,482.61
42509,796.37
42510,593.56
42550,145.88
42600,527.89
42650,72.78
42660,96.72
42665,362.28
42700,186.96
42720,436.03
42725,782.79
42800,153.65
42804,207.99
42806,232.89
42808,227.4
42809,199.25
42810,379.1
42815,526.92
42820,287.56
42821,299.85
42825,266.21
42826,252.95
42830,211.22
42831,229.34
42835,196.99
42836,243.57
42842,980.1
42844,1333.65
42845,2128.4
42860,192.79
42870,572.53
42890,1371.49
42892,1801.38
42894,2285.28
42900,324.44
42950,773.73
42953,931.26
42955,735.88
42960,158.5
42961,411.77
42962,507.52
42970,403.68
42971,444.44
42972,496.84
42975,94.45
43020,557.65
43030,514.63
43045,1260.22
43100,623.64
43101,971.69
43107,2856.84
43108,4237.07
43112,3272.17
43113,4148.44
43116,4735.53
43117,3126.29
43118,3458.49
43121,2736.51
43122,2488.42
43123,4299.5
43124,3641.25
43130,774.7
43135,1411.6
43180,535.33
43191,152.03
43192,165.29
43193,165.61
43194,186.96
43195,180.82
43196,191.17
43197,186.64
43198,207.02
43200,251.98
43201,249.71
43202,336.4
43204,130.03
43205,134.88
43206,291.44
43210,413.06
43211,224.48
43212,182.11
43213,1131.16
43214,188.26
43215,373.28
43216,386.22
43217,399.16
43220,828.07
43226,367.78
43227,557.33
43229,662.46
43231,149.12
43232,189.55
43233,219.63
43235,276.24
43236,379.75
43237,186.96
43238,222.54
43239,357.11
43240,373.28
43241,136.83
43242,250.69
43243,227.72
43244,233.87
43245,557.65
43246,192.14
43247,366.49
43248,393.01
43249,991.1
43250,426.97
43251,468.05
43252,327.02
43253,251.01
43254,258.13
43255,587.09
43257,222.22
43259,216.4
43260,307.62
43261,322.49
43262,340.29
43263,340.93
43264,347.4
43265,411.77
43266,208.31
43270,683.81
43273,113.54
43274,440.56
43275,358.72
43276,458.35
43277,360.66
43278,412.42
43279,1246.63
43280,1050.94
43281,1491.17
43282,1680.72
43283,151.06
43284,641.11
43285,658.25
43286,3065.15
43287,3405.76
43288,3595.64
43290,2343.5
43291,435.71
43300,615.23
43305,1068.73
43310,1424.22
43312,1518.67
43313,2828.05
43314,3022.46
43320,1363.73
43325,1326.21
43327,815.78
43328,1078.11
43330,1304.53
43331,1291.92
43332,1114.66
43333,1225.29
43334,1191.32
43335,1278.33
43336,1389.28
43337,1480.18
43338,109.01
43340,1346.91
43341,1349.5
43351,1275.75
43352,1033.15
43360,2158.48
43361,2626.54
43400,1484.38
43405,1407.72
43410,1012.45
43415,2473.54
43420,993.36
43425,1389.28
43450,181.14
43453,737.18
43460,203.78
43497,762.41
43500,771.79
43501,1312.94
43502,1487.94
43510,931.9
43520,699.65
43605,827.42
43610,952.6
43611,1198.76
43620,1928.5
43621,2211.53
43622,2244.52
43631,1415.81
43632,1980.9
43633,1873.51
43634,2065.65
43635,108.68
43640,1165.44
43641,1178.38
43644,1693.34
43645,1805.26
43651,646.93
43652,752.06
43653,569.3
43752,38.49
43753,20.7
43754,222.87
43755,191.81
43756,256.18
43757,345.14
43761,118.71
43762,212.52
43763,313.76
43770,1102.05
43771,1249.55
43772,930.29
43773,1249.55
43774,941.28
43775,1072.93
43800,908.61
43810,994.65
43820,1313.27
43825,1281.57
43830,688.66
43831,599.7
43832,1023.12
43840,1327.5
43842,1118.87
43843,1255.04
43845,1913.94
43846,1612.47
43847,1763.53
43848,1884.83
43860,1594.68
43865,1664.87
43870,693.51
43880,1566.54
43886,363.9
43887,329.61
43888,459.32
44005,1063.88
44010,822.57
44015,135.86
44020,952.28
44021,951.31
44025,959.07
44050,914.76
44055,1453.98
44100,101.57
44110,828.72
44111,953.57
44120,1190.35
44121,231.92
44125,1145.07
44126,2401.73
44127,2770.15
44128,234.51
44130,1283.51
44139,115.8
44140,1306.15
44141,1755.44
44143,1601.15
44144,1710.16
44145,1597.92
44146,2031.04
44147,1876.42
44150,1796.2
44151,2086.03
44155,1998.37
44156,2229.64
44157,2121.61
44158,2174.01
44160,1208.79
44180,899.23
44186,637.55
44187,1057.08
44188,1177.09
44202,1349.17
44203,231.28
44204,1487.94
44205,1292.24
44206,1681.69
44207,1747.68
44208,1899.71
44210,1707.57
44211,2034.27
44212,1957.61
44213,179.2
44227,1603.09
44300,822.25
44310,1011.15
44312,583.85
44314,975.89
44316,1380.55
44320,1168.68
44322,979.45
44340,614.91
44345,1024.41
44346,1151.86
44360,137.47
44361,152.03
44363,183.08
44364,195.37
44365,174.35
44366,229.01
44369,234.51
44370,254.89
44372,229.66
44373,184.38
44376,271.39
44377,284.65
44378,366.49
44379,390.1
44380,190.2
44381,893.73
44382,281.09
44384,146.85
44385,208.63
44386,294.35
44388,305.35
44389,393.01
44390,388.48
44391,600.03
44392,375.22
44394,419.53
44401,2156.86
44402,249.39
44403,289.82
44404,401.1
44405,522.72
44406,219.63
44407,262.98
44408,221.57
44500,18.44
44602,1363.73
44603,1569.45
44604,1024.41
44605,1252.13
44615,1042.85
44620,840.36
44625,979.78
44626,1539.05
44640,1353.05
44650,1392.19
44660,1298.39
44661,1495.7
44680,1051.58
44700,968.13
44701,164.0
44705,109.65
44720,263.62
44721,369.4
44800,759.5
44820,834.22
44850,732.65
44900,767.91
44950,628.17
44955,80.54
44960,857.18
44970,591.62
45000,420.83
45005,309.56
45020,563.8
45100,298.88
45108,370.37
45110,1752.86
45111,1054.17
45112,1748.33
45113,1795.23
45114,1769.03
45116,1491.17
45119,1807.52
45120,1561.37
45121,1702.07
45123,1079.4
45126,2633.33
45130,1051.58
45135,1255.69
45136,1718.89
45150,418.56
45160,1005.98
45171,605.2
45172,804.46
45190,681.54
45300,125.5
45303,870.12
45305,172.41
45307,204.75
45308,195.7
45309,202.17
45315,218.66
45317,210.58
45320,213.81
45321,101.57
45327,114.83
45330,180.17
45331,272.03
45332,265.24
45333,310.85
45334,460.29
45335,276.56
45337,109.65
45338,286.59
45340,426.33
45341,119.04
45342,163.03
45346,2083.11
45347,147.5
45349,189.55
45350,622.35
45378,327.67
45379,416.62
45380,414.68
45381,422.77
45382,626.88
45384,467.08
45385,435.38
45386,574.15
45388,2233.53
45389,276.24
45390,317.0
45391,246.16
45392,290.15
45393,240.01
45395,1885.8
45397,2044.3
45398,767.91
45400,1096.22
45402,1464.97
45500,562.18
45505,590.97
45520,153.0
45540,1018.59
45541,916.38
45550,1408.69
45560,674.42
45562,1144.42
45563,1616.03
45800,1242.75
45805,1431.01
45820,1245.66
45825,1498.94
45900,209.28
45905,167.55
45910,189.87
45915,345.78
45990,103.51
46020,114.18
46030,243.89
46040,545.69
46045,433.44
46050,227.72
46060,480.99
46070,269.77
46080,277.86
46083,200.55
46200,464.17
46220,241.63
46221,278.83
46230,302.76
46250,469.02
46255,506.87
46257,410.8
46258,476.79
46260,474.85
46261,524.01
46262,579.65
46270,523.69
46275,551.83
46280,474.52
46285,553.13
46288,550.54
46320,205.72
46500,303.73
46505,304.38
46600,110.95
46601,144.27
46604,592.26
46606,263.62
46607,198.93
46608,274.95
46610,260.39
46611,211.22
46612,312.79
46614,160.12
46615,168.53
46700,642.72
46705,565.74
46706,178.55
46707,499.43
46710,1087.81
46712,2154.6
46715,548.27
46716,1216.88
46730,1947.91
46735,2238.38
46740,2123.55
46742,2447.98
46744,3444.58
46746,3791.33
46748,4106.39
46750,729.41
46751,660.19
46753,610.7
46754,339.31
46760,1075.2
46761,887.59
46900,236.13
46910,257.48
46916,250.69
46917,422.77
46922,300.82
46924,535.98
46930,215.1
46940,257.15
46942,243.57
46945,336.4
46946,374.25
46947,382.34
46948,435.38
47000,284.33
47001,100.6
47010,1185.18
47015,1138.6
47100,830.98
47120,2270.72
47122,3329.43
47125,2987.52
47130,3202.95
47135,5259.86
47140,3484.69
47141,4160.41
47142,4579.62
47146,315.38
47147,368.75
47300,1107.54
47350,1326.53
47360,1822.73
47361,2918.62
47362,1382.49
47370,1225.93
47371,1230.14
47380,1409.66
47381,1445.89
