cpt_code,median_price
20802,2677.32
20805,3178.04
20808,3830.8
20816,2004.51
20822,1734.42
20824,2008.72
20827,1781.32
20838,2716.78
20900,368.75
20902,266.21
20910,475.17
20912,474.2
20920,393.98
20922,602.29
20924,500.72
20931,107.71
20932,729.74
20933,669.25
20934,729.09
20937,162.38
20938,177.58
20939,67.93
20950,249.07
20955,2371.32
20956,2574.46
20957,2681.85
20962,2613.92
20969,2630.74
20970,2778.24
20972,2769.51
20973,2923.48
20974,84.1
20975,174.67
20979,54.34
20982,3226.89
20983,4702.21
20985,140.06
21010,724.89
21011,365.52
21012,335.43
21013,520.13
21014,513.99
21015,688.01
21016,983.66
21025,785.37
21026,535.98
21029,759.5
21030,449.29
21031,371.34
21032,365.19
21034,1262.48
21040,453.5
21044,843.6
21045,1169.33
21046,963.28
21047,1184.21
21048,975.89
21049,1124.04
21050,842.3
21060,764.02
21070,598.09
21073,396.89
21076,864.62
21077,2095.73
21079,1445.89
21080,1644.17
21081,1514.79
21082,1425.83
21083,1350.14
21084,1539.69
21085,671.19
21086,1555.22
21087,1555.22
21100,605.2
21110,825.81
21116,200.22
21120,642.08
21121,622.35
21122,730.38
21123,819.66
21125,2464.16
21127,3794.24
21137,739.12
21138,897.94
21139,1065.17
21141,1295.8
21142,1329.76
21143,1370.52
21145,1505.41
21146,1572.36
21147,1653.23
21150,1592.74
21151,1752.86
21154,1887.74
21155,2093.47
21159,2508.15
21160,2719.37
21172,2081.5
21175,2148.78
21179,1482.44
21180,1655.17
21181,728.77
21182,2060.8
21183,2240.64
21184,2408.84
21188,1531.28
21193,1197.47
21194,1383.78
21195,1299.04
21196,1387.66
21198,984.63
21199,990.13
21206,953.25
21208,1570.75
21209,765.64
21210,1694.63
21215,3874.79
21230,730.38
21235,718.42
21240,1025.06
21242,986.57
21243,1575.6
21244,978.48
21245,1180.32
21246,827.42
21247,1535.81
21248,961.01
21249,1306.15
21255,1296.45
21256,1215.9
21260,1334.62
21261,2363.56
21263,2185.98
21267,1560.72
21268,1958.9
21270,999.51
21275,826.78
21280,573.83
21282,391.72
21295,195.7
21296,399.16
21315,149.76
21320,209.93
21325,434.09
21330,521.75
21335,699.01
21336,621.7
21337,406.27
21338,656.63
21339,742.03
21340,738.79
21343,1061.29
21344,1356.29
21345,785.05
21346,981.72
21347,1014.39
21348,1066.79
21355,437.65
21356,534.69
21360,516.57
21365,1060.64
21366,1248.9
21385,718.74
21386,681.22
21387,750.76
21390,780.52
21395,983.66
21400,216.4
21401,497.49
21406,575.77
21407,636.26
21408,884.68
21421,632.7
21422,620.08
21423,778.9
21431,677.34
21432,699.98
21433,1692.69
21435,1378.28
21436,1990.28
21440,725.53
21445,747.53
21450,572.86
21451,746.88
21452,693.83
21453,1046.73
21454,486.81
21461,1715.66
21462,1872.86
21465,790.87
21470,1138.92
21480,135.21
21485,914.76
21490,780.2
21497,688.33
21501,476.79
21502,498.46
21510,444.44
21550,256.83
21552,441.85
21554,719.39
21555,422.77
21556,521.75
21557,933.52
21558,1308.42
21600,565.74
21601,1114.98
21602,1502.82
21603,1629.62
21610,1199.73
21615,607.79
21616,692.54
21620,492.96
21627,539.22
21630,1286.74
21685,958.43
21700,345.14
21705,514.63
21720,533.72
21725,539.86
21740,994.01
21750,656.63
21811,572.53
21812,693.19
21813,949.69
21820,153.65
21825,543.74
21920,247.13
21925,484.87
21930,490.7
21931,464.82
21932,655.66
21933,725.86
21935,997.24
21936,1380.23
22010,965.54
22015,940.64
22100,944.52
22101,884.35
22102,750.44
22103,129.06
22110,1047.06
22112,1133.42
22114,1133.42
22116,138.44
22206,2412.4
22207,2349.65
22208,574.15
22210,1762.56
22212,1498.61
22214,1496.35
22216,352.58
22220,1607.3
22222,1749.95
22224,1562.01
22226,349.67
22310,310.53
22315,897.94
22318,1635.12
22319,1816.58
22325,1467.56
22326,1495.38
22327,1524.17
22328,274.62
22505,148.15
22510,1678.14
22511,1676.52
22512,681.86
22513,5206.49
22514,5182.23
22515,2656.62
22526,1806.23
22527,1480.5
22532,1764.18
22533,1634.15
22534,350.64
22548,1948.55
22551,1673.61
22552,385.25
22554,1247.28
22556,1659.7
22558,1497.64
22585,314.41
22586,2014.86
22590,1577.86
22595,1507.35
22600,1292.89
22610,1272.51
22612,1553.6
22614,380.39
22630,1544.22
22632,311.82
22633,1781.0
22634,470.97
22800,1350.14
22802,2066.62
22804,2371.65
22808,1785.53
22810,1962.79
22812,2151.04
22818,2098.64
22819,2415.31
22830,815.46
22836,1665.52
22837,1835.34
22838,1859.28
22840,732.32
22842,741.38
22843,794.43
22844,957.46
22845,705.15
22846,734.59
22847,772.11
22848,349.02
22849,1286.74
22850,731.03
22852,703.54
22853,250.36
22854,326.05
22855,1092.99
22856,1596.95
22857,1709.19
22858,492.64
22859,325.73
22860,400.45
22861,2290.78
22862,2291.75
22864,2046.24
22865,2238.05
22867,1045.44
22868,234.84
22869,420.83
22870,112.89
22900,559.59
22901,656.96
22902,460.29
22903,435.38
22904,1021.83
22905,1303.89
23000,540.83
23020,686.39
23030,426.33
23031,418.24
23035,675.39
23040,710.98
23044,556.68
23065,218.99
23066,562.83
23071,416.62
23073,688.01
23075,499.75
23076,540.83
23077,1109.16
23078,1411.28
23100,507.19
23101,457.7
23105,638.2
23106,503.31
23107,660.84
23120,586.12
23125,705.48
23130,616.52
23140,554.74
23145,691.57
23146,622.67
23150,664.07
23155,791.84
23156,676.69
23170,563.8
23172,569.62
23174,760.47
23180,686.72
23182,669.9
23184,734.27
23190,574.15
23195,742.68
23200,1475.97
23210,1729.24
23220,1892.92
23330,292.09
23333,474.52
23334,1046.73
23335,1242.75
23350,152.68
23395,1264.1
23397,1118.87
23400,959.72
23405,608.44
23406,728.12
23410,810.93
23412,842.63
23415,696.42
23420,964.25
23430,737.18
23440,748.82
23450,932.87
23455,956.81
23460,1073.9
23462,1050.61
23465,1100.75
23466,1103.34
23470,1175.8
23472,1414.84
23473,1572.69
23474,1697.22
23480,812.22
23485,939.67
23490,851.04
23491,1002.42
23500,230.63
23505,368.1
23515,715.18
23520,248.1
23525,406.6
23530,574.8
23532,625.26
23540,243.89
23545,369.72
23550,568.97
23552,641.75
23570,241.95
23575,418.56
23585,961.66
23600,342.55
23605,476.14
23615,874.0
23616,1212.67
23620,278.83
23625,388.48
23630,775.67
23650,341.26
23655,410.48
23660,583.21
23665,442.82
23670,864.3
23675,557.98
23680,920.26
23700,194.73
23800,1012.45
23802,1263.78
23900,1359.2
23920,1106.9
23921,471.61
23930,348.7
23931,291.44
23935,513.34
24000,479.7
24006,710.65
24065,250.69
24066,616.85
24071,402.07
24073,685.1
24075,513.99
24076,543.42
24077,1006.62
24079,1300.65
24100,421.8
24101,503.96
24102,614.58
24105,363.25
24110,590.32
24115,732.32
24116,850.07
24120,534.04
24125,621.7
24126,648.87
24130,513.66
24134,743.0
24136,630.76
24138,686.72
24140,699.01
24145,592.91
24147,627.2
24149,1166.74
24150,1513.49
24152,1319.41
24155,841.98
24160,1235.31
24164,720.03
24200,217.37
24201,602.29
24220,180.82
24300,445.09
24301,744.29
24305,579.0
24310,470.32
24320,774.05
24330,713.56
24331,778.9
24332,615.55
24340,603.59
24341,745.91
24342,766.94
24343,714.21
24344,1092.66
24345,707.42
24346,1092.66
24357,412.09
24358,531.13
24359,660.19
24360,892.44
24361,994.98
24362,1045.76
24363,1421.63
24365,638.52
24366,677.34
24370,1507.35
24371,1727.95
24400,820.31
24410,1043.82
24420,1046.41
24430,1041.56
24435,1067.11
24470,669.25
24495,896.0
24498,853.62
24500,371.34
24505,510.75
24515,871.41
24516,848.45
24530,391.72
24535,628.49
24538,781.49
24545,918.64
24546,1024.74
24560,340.93
24565,548.6
24566,719.71
24575,730.38
24576,360.66
24577,564.45
24579,829.04
24582,814.16
24586,1067.11
24587,1071.64
24600,384.92
24605,479.05
24615,708.39
24620,590.65
24635,675.72
24640,101.24
24650,273.0
24655,457.06
24665,656.63
24666,727.8
24670,300.82
24675,465.79
24685,651.46
24800,826.45
24802,989.8
24900,758.2
24920,727.8
24925,568.97
24930,766.61
24931,918.96
24935,1199.41
25000,349.02
25001,352.58
25020,718.74
25023,1277.69
25024,770.17
25025,1207.82
25028,672.16
25031,371.01
25035,588.38
25040,557.98
25065,247.13
25066,372.63
25071,421.15
25073,534.04
25075,501.69
25076,517.87
25077,845.54
25078,1146.36
25085,449.94
25100,352.58
25101,408.54
25105,489.08
25107,620.41
25109,536.95
25110,348.37
25111,328.64
25112,393.66
25115,754.97
25116,605.2
25118,385.89
25119,503.31
25120,502.66
25125,595.18
25126,599.06
25130,454.47
25135,562.18
25136,499.11
25145,522.07
25150,567.68
25151,584.18
25170,1439.1
25210,494.58
25215,618.79
25230,435.71
25240,432.47
25246,184.05
25248,417.27
25250,534.36
25251,714.86
25259,423.09
25260,634.96
25263,633.34
25265,749.14
25270,495.55
25272,559.27
25274,663.75
25275,670.54
25280,565.74
25290,438.3
25295,527.57
25300,688.66
25301,641.11
25310,710.01
25312,714.21
25315,763.05
25316,906.03
25320,985.27
25332,838.42
25335,933.52
25337,884.03
25350,671.19
25355,759.5
25360,653.72
25365,906.67
25370,1000.8
25375,942.58
25390,763.05
25391,983.33
25392,1000.48
25393,1111.43
25394,779.23
25400,794.75
25405,1024.41
25415,955.52
25420,1147.98
25425,951.31
25426,1104.96
25430,728.77
25431,782.14
25440,763.38
25441,927.7
25442,804.13
25443,779.55
25444,821.6
25445,716.8
25446,1154.45
25447,795.08
25448,877.88
25449,1019.56
25450,616.85
25455,726.5
25490,714.53
25491,734.59
25492,896.97
25500,293.38
25505,515.28
25515,668.6
25520,583.85
25525,786.02
25526,947.43
25530,273.65
25535,501.05
25545,624.93
25560,298.88
25565,525.95
25574,674.42
25575,897.29
25600,348.37
25605,546.33
25606,669.25
25607,739.76
25608,823.87
25609,1044.15
25622,316.67
25624,500.72
25628,716.47
25630,314.41
25635,474.85
25645,570.92
25650,337.37
25651,492.64
25652,623.96
25660,455.44
25670,604.23
25671,537.6
25675,466.76
25676,628.49
25680,535.33
25685,730.71
25690,496.2
25695,632.05
25800,726.83
25805,839.72
25810,861.39
25820,644.67
25825,786.34
25830,1008.24
25900,715.83
25905,697.07
25907,612.97
25909,681.86
25915,1147.33
25920,722.62
25922,639.81
25924,705.15
25927,845.54
25929,597.76
25931,781.17
26010,324.76
26011,454.14
26020,556.04
26025,418.24
26030,491.67
26034,552.48
26035,854.92
26037,560.89
26040,319.26
26045,474.52
26055,569.62
26060,255.21
26070,325.08
26075,340.93
26080,401.74
26100,342.87
26105,345.14
26110,327.99
26111,415.65
26113,546.98
26115,535.33
26116,525.63
26117,741.38
26118,1040.91
26121,599.06
26123,834.86
26125,260.71
26130,470.97
26135,554.74
26140,508.81
26145,517.54
26160,595.18
26170,409.51
26180,453.17
26185,560.56
26200,451.88
26205,603.59
26210,450.26
26215,565.74
26230,500.72
26235,493.28
26236,443.47
26250,1051.26
26260,789.58
26262,629.14
26320,351.61
26340,363.25
26341,115.15
26350,730.71
26352,813.51
26356,791.52
26357,884.03
26358,973.95
26370,767.26
26372,894.06
26373,860.42
26390,859.12
26392,977.51
26410,587.74
26412,699.01
26415,831.95
26416,900.85
26418,611.03
26420,724.24
26426,504.93
26428,779.87
26432,534.36
26433,558.95
26434,681.54
26437,654.37
26440,635.29
26442,972.66
26445,590.65
26449,699.65
26450,457.06
26455,453.82
26460,444.12
26471,648.55
26474,638.52
26476,630.43
26477,616.2
26478,646.61
26479,662.46
26480,710.65
26483,851.68
26485,818.37
26489,941.93
26490,823.22
26492,909.91
26494,826.45
26496,888.23
26497,887.26
26498,1154.45
26499,855.24
26500,674.42
26502,740.41
26508,661.81
26510,628.49
26516,730.38
26517,850.39
26518,860.42
26520,664.4
26525,669.25
26530,543.42
26531,632.05
26535,442.82
26536,734.27
26540,686.72
26541,821.28
26542,709.04
26545,719.06
26546,1026.35
26548,785.7
26550,1610.86
26551,3206.83
26553,3185.48
26554,3707.88
26555,1353.7
26556,3314.55
26560,623.32
26561,962.63
26562,1350.79
26565,699.98
26567,706.12
26568,908.61
26580,1510.26
26587,1032.82
26590,1400.93
26591,479.38
26593,632.37
26596,805.1
26600,310.2
26605,337.37
26607,504.28
26608,483.26
26615,576.74
26641,427.62
26645,440.56
26650,485.52
26665,627.52
26670,361.31
26675,470.32
26676,513.02
26685,578.36
26686,620.41
26700,348.37
26705,445.09
26706,450.91
26715,574.47
26720,208.31
26725,349.67
26727,477.11
26735,595.18
26740,240.98
26742,380.39
26746,738.47
26750,195.05
26755,329.93
26756,426.65
26765,505.25
26770,297.26
26775,403.04
26776,452.85
26785,550.54
26820,814.48
26841,758.2
26842,816.75
26843,766.61
26844,844.24
26850,721.0
26852,819.66
26860,600.35
26861,98.66
26862,752.38
26863,219.63
26910,748.82
26951,691.89
26952,672.16
26990,669.9
26991,684.45
26992,987.86
27000,385.57
27001,535.98
27003,597.12
27005,716.15
27006,706.45
27025,925.76
27027,870.77
27030,922.52
27033,959.07
27035,1103.66
27036,1005.01
27040,327.99
27041,698.04
27043,463.85
27045,722.94
27047,481.32
27048,607.14
27049,1398.02
27050,408.21
27052,578.68
27054,684.13
27057,991.42
27059,1775.18
27060,466.76
27062,452.2
27065,522.4
27066,811.25
27067,1021.83
27070,861.39
27071,950.99
27075,2032.98
27076,2452.84
27077,2733.93
27078,2005.16
27080,503.96
27086,301.79
27087,609.73
27090,818.37
27091,1560.07
27093,216.72
27095,290.8
27096,159.14
27097,679.28
27098,691.89
27100,822.89
27105,861.39
27110,958.1
27111,893.09
27120,1275.1
27122,1084.9
27125,1113.04
27130,1259.25
27132,1635.12
27134,1858.63
27137,1434.24
27138,1489.56
27140,886.29
27146,1257.31
27147,1434.24
27151,1549.07
27156,1668.11
27158,1372.46
27161,1199.73
27165,1344.32
27170,1149.92
27175,661.16
27176,911.52
27177,1099.13
27178,911.52
27179,965.54
27181,1103.66
27185,713.56
27187,982.69
27197,130.36
27198,310.53
27200,193.43
27202,524.34
27215,588.71
27216,870.77
27217,818.04
27218,1122.1
27220,416.95
27222,967.48
27226,1035.73
27227,1617.0
27228,1835.02
27230,487.79
27232,719.06
27235,894.38
27236,1172.56
27238,469.35
27240,942.9
27244,1206.52
27245,1204.91
27246,392.69
27248,734.91
27250,174.35
27252,736.85
27253,926.08
27254,1248.25
27256,313.76
27257,355.81
27258,1093.96
27259,1513.82
27265,420.83
27266,578.03
27267,440.24
27268,544.07
27269,1217.2
27275,183.73
27278,11805.18
27279,790.22
27280,1343.03
27282,850.71
27284,1567.83
27286,1607.94
27290,1591.12
27295,1228.84
27301,659.87
27303,637.55
27305,482.93
27306,342.23
27307,408.21
27310,727.15
27323,265.24
27324,409.83
27325,563.15
27326,522.72
27327,483.58
27328,616.2
27329,1022.15
27330,424.06
27331,478.08
27332,644.02
27333,588.71
27334,683.48
27335,759.82
27337,416.3
27339,744.62
27340,376.84
27345,488.43
27347,527.25
27350,651.14
27355,607.47
27356,735.24
27357,808.34
27358,265.24
27360,888.56
27364,1532.25
27365,2006.13
27369,166.58
27372,574.8
27380,616.2
27381,810.6
27385,601.32
27386,845.86
27390,452.2
27391,578.03
27392,709.04
27393,501.37
27394,652.43
27395,872.71
27396,616.52
27397,906.67
27400,692.22
27403,642.4
27405,671.51
27407,791.2
27409,954.87
27412,1616.68
27415,1350.47
27416,967.81
27418,808.02
27420,740.73
27422,737.82
27424,743.97
27425,455.76
27427,702.24
27428,1104.31
27429,1245.02
27430,735.56
27435,800.58
27437,657.28
27438,832.28
27440,790.87
27441,816.1
27442,862.03
27443,808.66
27445,1232.08
27446,1127.92
27447,1257.63
27448,819.66
27450,992.07
27454,1271.22
27455,947.11
27457,941.28
27465,1225.93
27466,1165.44
27468,1316.83
27470,1160.92
27472,1242.75
27475,659.55
27477,728.44
27479,907.0
27485,668.6
27486,1377.96
27487,1714.36
27488,1180.65
27495,1111.75
27496,549.57
27497,578.36
27498,655.34
27499,697.71
27500,523.37
27501,504.28
27502,744.94
27503,792.49
27506,1315.21
27507,951.63
27508,528.87
27509,669.9
27510,674.42
27511,975.89
27513,1207.49
27514,948.4
27516,524.34
27517,688.98
27519,875.62
27520,333.82
27524,746.88
27530,315.38
27532,622.67
27535,881.12
27536,1168.68
27538,489.08
27540,807.05
27550,516.57
27552,633.34
27556,860.42
27557,1023.44
27558,1163.18
27560,379.75
27562,493.93
27566,882.41
27570,154.29
27580,1444.92
27590,758.2
27591,951.31
27592,656.96
27594,495.87
27596,692.54
27598,678.63
27600,394.3
27601,432.8
27602,463.53
27603,507.52
27604,449.94
27605,316.67
27606,267.18
27607,590.32
27610,638.52
27612,569.3
27613,245.51
27614,568.0
27615,992.71
27616,1222.05
27618,469.99
27619,460.94
27620,446.06
27625,563.8
27626,605.2
27630,526.6
27632,404.98
27634,660.19
27635,571.56
27637,742.68
27638,736.53
27640,815.46
27641,648.22
27645,1729.24
27646,1504.44
27647,969.42
27648,198.28
27650,652.11
27652,657.28
27654,709.36
27656,507.52
27658,368.1
27659,467.08
27664,354.52
27665,413.39
27675,491.67
27676,603.91
27680,420.5
27681,504.93
27685,638.84
27686,524.98
27687,450.59
27690,632.7
27691,735.24
27692,99.3
27695,482.29
27696,541.48
27698,630.11
27700,706.12
27702,945.81
27703,1093.96
27704,559.27
27705,733.94
27707,404.65
27709,1120.48
27712,1086.52
27715,1055.47
27720,862.36
27722,885.32
27724,1229.17
27725,1198.44
27726,943.55
27727,1024.41
27730,586.44
27732,455.12
27734,654.69
27740,703.54
27742,771.14
27745,725.21
27750,355.16
27752,538.57
27756,587.09
27758,885.65
27759,983.01
27760,341.58
27762,489.73
27766,601.64
27767,298.23
27768,453.17
27769,719.06
27780,317.32
27781,444.12
27784,703.86
27786,319.26
27788,431.18
27792,637.55
27808,343.84
27810,480.67
27814,754.64
27816,338.67
27818,499.43
27822,858.48
27823,966.84
27824,321.85
27825,551.18
27826,839.07
27827,1102.05
27828,1299.36
27829,695.45
27830,397.22
27831,414.04
27832,754.0
27840,391.07
27842,492.64
27846,715.83
27848,785.05
27860,162.06
27870,990.45
27871,681.22
27880,870.12
27881,805.43
27882,574.15
27884,565.74
27886,632.7
27888,556.04
27889,622.99
27892,534.04
27893,612.0
27894,805.1
28001,164.64
28002,235.81
28003,362.6
28005,561.54
28008,414.04
28010,230.95
28011,312.14
28020,517.54
28022,471.29
28024,449.94
28035,517.54
28039,457.06
28041,443.15
28043,368.75
28045,468.05
28046,694.16
28047,1018.27
28050,402.07
28052,375.22
28054,353.87
28055,383.95
28060,500.4
28062,566.39
28070,494.9
28072,475.17
28080,522.4
28086,502.34
28088,448.65
28090,450.59
28092,408.21
28100,596.79
28102,609.41
28103,381.04
28104,512.37
28106,419.21
28107,491.99
28108,420.83
28110,448.65
28111,458.03
28112,466.44
28113,568.33
28114,1041.56
28116,661.16
28118,590.0
28119,509.13
28120,649.84
28122,575.12
28124,463.2
28126,376.19
28130,619.11
28140,548.6
28150,404.33
28153,388.8
28160,394.3
28171,1088.46
28173,707.74
28175,460.61
28190,229.98
28192,443.79
28193,502.99
28200,478.73
28202,584.18
28208,467.08
28210,569.3
28220,433.44
28222,519.81
28225,400.13
28226,600.03
28230,418.56
28232,362.93
28234,397.54
28238,645.31
28240,427.62
28250,572.86
28260,701.92
28261,1057.41
28262,1349.82
28264,872.06
28270,471.61
28272,368.43
28280,481.64
28285,525.31
28286,424.39
28288,583.53
28289,666.34
28291,659.55
28292,677.66
28295,998.54
28296,851.04
28297,976.22
28298,801.87
28299,974.28
28300,643.05
28302,710.65
28304,806.4
28305,662.46
28306,589.03
28307,764.02
28308,553.13
28309,890.82
28310,533.72
28312,543.42
28313,516.57
28315,463.85
28320,607.47
28322,763.7
28340,549.57
28341,638.84
28344,404.98
28345,497.49
28360,1084.9
28400,251.01
28405,457.7
28406,587.74
28415,1101.4
28420,1275.1
28430,243.25
28435,376.19
28436,494.9
28445,1028.94
28446,1205.88
28450,214.13
28455,255.54
28456,370.37
28465,636.58
28470,220.28
28475,262.33
28476,389.45
28485,556.04
28490,144.27
28495,182.43
28496,491.34
28505,632.05
28510,122.92
28515,165.61
28525,545.04
28530,119.68
28531,319.26
28540,196.99
28545,315.38
28546,572.86
28555,823.22
28570,241.63
28575,384.6
28576,393.01
28585,884.35
28600,221.57
28605,348.7
28606,397.86
28615,817.07
28630,153.32
28635,169.17
28636,347.72
28645,632.7
28660,125.83
28665,149.12
28666,170.79
28675,558.3
28705,1195.53
28715,928.02
28725,767.58
28730,714.21
28735,767.26
28737,675.07
28740,800.58
28750,754.64
28755,491.34
28760,745.91
28800,517.22
28805,688.33
28810,413.39
28820,285.3
28825,279.8
28890,301.15
29000,365.19
29010,281.74
29015,301.47
29035,265.89
29040,302.76
29044,296.62
29046,324.11
29049,101.24
29055,229.66
29058,124.86
29065,97.69
29075,88.95
29085,97.36
29086,77.96
29105,83.13
29125,67.28
29126,79.25
29130,42.05
29131,54.67
29200,30.41
29240,28.46
29260,28.14
29280,28.79
29305,253.6
29325,280.12
29345,135.86
29355,141.68
29358,163.67
29365,124.86
29405,80.87
29425,75.69
29435,124.86
